image,bbox
1739,"[np.float64(537.25), np.float64(189.24), np.float64(569.33), np.float64(222.81)]"
6619,"[np.float64(425.35), np.float64(184.85), np.float64(490.21), np.float64(222.38)]"
6619,"[np.float64(462.01), np.float64(176.64), np.float64(516.29), np.float64(216.48)]"
6619,"[np.float64(664.41), np.float64(175.3), np.float64(697.22), np.float64(204.83)]"
6619,"[np.float64(1003.65), np.float64(160.74), np.float64(1107.66), np.float64(194.59)]"
4333,"[np.float64(373.83), np.float64(181.76), np.float64(491.63), np.float64(259.88)]"
4333,"[np.float64(704.86), np.float64(179.89), np.float64(812.14), np.float64(257.85)]"
5156,"[np.float64(792.5), np.float64(175.88), np.float64(1148.22), np.float64(360.85)]"
5156,"[np.float64(97.92), np.float64(173.33), np.float64(414.58), np.float64(374.0)]"
5156,"[np.float64(700.22), np.float64(154.58), np.float64(870.25), np.float64(266.24)]"
5156,"[np.float64(336.86), np.float64(173.17), np.float64(466.61), np.float64(282.64)]"
5156,"[np.float64(487.62), np.float64(170.18), np.float64(527.6), np.float64(205.68)]"
2876,"[np.float64(667.92), np.float64(175.39), np.float64(767.79), np.float64(209.34)]"
1615,"[np.float64(549.75), np.float64(176.95), np.float64(582.02), np.float64(203.52)]"
6906,"[np.float64(389.17), np.float64(182.56), np.float64(435.23), np.float64(210.68)]"
2489,"[np.float64(692.67), np.float64(189.13), np.float64(834.5), np.float64(288.41)]"
2489,"[np.float64(486.53), np.float64(188.88), np.float64(532.75), np.float64(219.14)]"
2489,"[np.float64(322.62), np.float64(196.84), np.float64(445.95), np.float64(273.66)]"
2489,"[np.float64(391.93), np.float64(193.03), np.float64(481.52), np.float64(249.34)]"
2489,"[np.float64(0.0), np.float64(215.5), np.float64(304.82), np.float64(374.0)]"
5212,"[np.float64(640.87), np.float64(164.24), np.float64(703.9), np.float64(213.47)]"
797,"[np.float64(297.89), np.float64(190.29), np.float64(424.13), np.float64(288.47)]"
4982,"[np.float64(579.82), np.float64(176.46), np.float64(630.27), np.float64(224.47)]"
4982,"[np.float64(735.3), np.float64(175.17), np.float64(881.73), np.float64(282.78)]"
4982,"[np.float64(667.72), np.float64(172.88), np.float64(717.37), np.float64(216.07)]"
2051,"[np.float64(673.9), np.float64(179.89), np.float64(762.15), np.float64(250.64)]"
2051,"[np.float64(538.36), np.float64(173.32), np.float64(584.93), np.float64(212.87)]"
6192,"[np.float64(425.94), np.float64(183.29), np.float64(539.11), np.float64(275.22)]"
6192,"[np.float64(784.72), np.float64(212.39), np.float64(1068.49), np.float64(374.0)]"
6192,"[np.float64(706.42), np.float64(191.56), np.float64(833.25), np.float64(297.22)]"
6192,"[np.float64(539.48), np.float64(186.04), np.float64(574.14), np.float64(215.9)]"
6192,"[np.float64(556.29), np.float64(179.63), np.float64(587.42), np.float64(211.13)]"
6192,"[np.float64(570.19), np.float64(181.94), np.float64(599.43), np.float64(208.72)]"
551,"[np.float64(720.77), np.float64(180.4), np.float64(779.04), np.float64(229.03)]"
551,"[np.float64(241.51), np.float64(196.58), np.float64(291.57), np.float64(226.77)]"
551,"[np.float64(285.22), np.float64(188.99), np.float64(322.0), np.float64(218.29)]"
5852,"[np.float64(274.66), np.float64(186.03), np.float64(343.72), np.float64(219.26)]"
4688,"[np.float64(500.69), np.float64(184.69), np.float64(543.8), np.float64(216.48)]"
4688,"[np.float64(331.84), np.float64(182.31), np.float64(458.73), np.float64(228.86)]"
2422,"[np.float64(780.86), np.float64(170.56), np.float64(917.5), np.float64(272.0)]"
2422,"[np.float64(737.23), np.float64(171.72), np.float64(818.76), np.float64(235.29)]"
2422,"[np.float64(596.44), np.float64(168.2), np.float64(643.97), np.float64(200.48)]"
7376,"[np.float64(451.98), np.float64(186.28), np.float64(525.38), np.float64(239.03)]"
7376,"[np.float64(0.0), np.float64(185.86), np.float64(268.98), np.float64(275.18)]"
7376,"[np.float64(440.92), np.float64(180.35), np.float64(514.73), np.float64(206.81)]"
5674,"[np.float64(587.94), np.float64(176.67), np.float64(670.34), np.float64(254.52)]"
5674,"[np.float64(718.05), np.float64(171.56), np.float64(877.19), np.float64(244.79)]"
5674,"[np.float64(673.48), np.float64(171.42), np.float64(754.74), np.float64(205.84)]"
5674,"[np.float64(187.97), np.float64(182.33), np.float64(311.73), np.float64(242.92)]"
5674,"[np.float64(305.27), np.float64(186.95), np.float64(383.73), np.float64(224.54)]"
5674,"[np.float64(452.03), np.float64(174.72), np.float64(487.48), np.float64(201.38)]"
2607,"[np.float64(773.01), np.float64(174.93), np.float64(834.89), np.float64(201.05)]"
4840,"[np.float64(47.66), np.float64(174.62), np.float64(147.46), np.float64(214.97)]"
4840,"[np.float64(574.97), np.float64(173.53), np.float64(614.91), np.float64(213.32)]"
1371,"[np.float64(761.59), np.float64(166.03), np.float64(1070.22), np.float64(374.0)]"
1371,"[np.float64(678.56), np.float64(187.29), np.float64(756.78), np.float64(247.45)]"
7061,"[np.float64(568.75), np.float64(183.61), np.float64(621.88), np.float64(226.25)]"
7061,"[np.float64(507.18), np.float64(179.31), np.float64(553.95), np.float64(211.92)]"
7061,"[np.float64(4.83), np.float64(193.94), np.float64(176.61), np.float64(256.92)]"
5464,"[np.float64(153.29), np.float64(180.3), np.float64(236.81), np.float64(216.59)]"
5464,"[np.float64(220.08), np.float64(181.07), np.float64(293.21), np.float64(209.33)]"
4145,"[np.float64(645.71), np.float64(178.89), np.float64(686.89), np.float64(211.39)]"
4145,"[np.float64(696.38), np.float64(178.63), np.float64(791.43), np.float64(243.75)]"
6352,"[np.float64(225.42), np.float64(187.24), np.float64(405.49), np.float64(281.2)]"
1801,"[np.float64(765.03), np.float64(189.77), np.float64(1217.33), np.float64(374.0)]"
1801,"[np.float64(35.78), np.float64(197.65), np.float64(414.72), np.float64(374.0)]"
1801,"[np.float64(323.02), np.float64(187.27), np.float64(459.72), np.float64(283.04)]"
1801,"[np.float64(408.97), np.float64(185.31), np.float64(506.72), np.float64(250.38)]"
1801,"[np.float64(717.24), np.float64(179.49), np.float64(878.03), np.float64(279.87)]"
1801,"[np.float64(641.46), np.float64(176.48), np.float64(683.3), np.float64(205.51)]"
2854,"[np.float64(198.83), np.float64(152.29), np.float64(463.47), np.float64(344.49)]"
2854,"[np.float64(510.21), np.float64(174.38), np.float64(553.07), np.float64(213.26)]"
2854,"[np.float64(539.75), np.float64(176.65), np.float64(567.87), np.float64(202.23)]"
7166,"[np.float64(322.74), np.float64(165.56), np.float64(467.26), np.float64(263.73)]"
7166,"[np.float64(774.66), np.float64(160.07), np.float64(1063.02), np.float64(340.71)]"
7166,"[np.float64(695.6), np.float64(159.07), np.float64(845.33), np.float64(262.65)]"
126,"[np.float64(315.89), np.float64(189.95), np.float64(441.04), np.float64(267.24)]"
6048,"[np.float64(575.25), np.float64(172.14), np.float64(630.24), np.float64(222.27)]"
6048,"[np.float64(166.06), np.float64(185.04), np.float64(324.13), np.float64(256.45)]"
6048,"[np.float64(362.95), np.float64(183.32), np.float64(467.9), np.float64(247.46)]"
6048,"[np.float64(511.21), np.float64(175.65), np.float64(547.87), np.float64(206.03)]"
917,"[np.float64(278.11), np.float64(167.1), np.float64(465.46), np.float64(228.82)]"
917,"[np.float64(909.2), np.float64(155.06), np.float64(1093.76), np.float64(252.73)]"
7016,"[np.float64(602.84), np.float64(177.24), np.float64(630.32), np.float64(204.22)]"
7016,"[np.float64(373.42), np.float64(190.2), np.float64(431.21), np.float64(222.47)]"
1751,"[np.float64(572.96), np.float64(183.46), np.float64(611.43), np.float64(221.84)]"
1751,"[np.float64(2.06), np.float64(193.35), np.float64(241.82), np.float64(304.08)]"
1751,"[np.float64(307.64), np.float64(186.88), np.float64(390.88), np.float64(240.39)]"
1751,"[np.float64(412.13), np.float64(188.91), np.float64(462.09), np.float64(218.55)]"
3209,"[np.float64(162.52), np.float64(190.69), np.float64(319.44), np.float64(261.71)]"
3209,"[np.float64(310.57), np.float64(177.14), np.float64(402.32), np.float64(235.28)]"
3209,"[np.float64(373.28), np.float64(186.4), np.float64(436.2), np.float64(224.98)]"
3209,"[np.float64(467.63), np.float64(182.11), np.float64(509.54), np.float64(208.79)]"
2945,"[np.float64(854.79), np.float64(145.1), np.float64(1078.11), np.float64(295.49)]"
1463,"[np.float64(599.93), np.float64(174.31), np.float64(630.16), np.float64(203.42)]"
1463,"[np.float64(183.69), np.float64(198.62), np.float64(265.68), np.float64(237.41)]"
4601,"[np.float64(107.21), np.float64(186.25), np.float64(292.14), np.float64(279.17)]"
4601,"[np.float64(321.21), np.float64(184.35), np.float64(412.33), np.float64(231.01)]"
4601,"[np.float64(398.48), np.float64(175.65), np.float64(460.72), np.float64(219.14)]"
6033,"[np.float64(234.59), np.float64(195.56), np.float64(379.34), np.float64(278.14)]"
6033,"[np.float64(683.52), np.float64(176.24), np.float64(776.72), np.float64(242.6)]"
6033,"[np.float64(346.0), np.float64(192.15), np.float64(443.32), np.float64(248.28)]"
6033,"[np.float64(427.28), np.float64(179.84), np.float64(490.62), np.float64(227.21)]"
1604,"[np.float64(591.78), np.float64(176.65), np.float64(634.94), np.float64(217.45)]"
1604,"[np.float64(315.91), np.float64(183.97), np.float64(388.42), np.float64(220.4)]"
1604,"[np.float64(362.22), np.float64(180.22), np.float64(422.8), np.float64(214.34)]"
1604,"[np.float64(671.6), np.float64(173.81), np.float64(751.11), np.float64(210.59)]"
7324,"[np.float64(0.0), np.float64(169.09), np.float64(287.9), np.float64(284.41)]"
7324,"[np.float64(378.23), np.float64(176.19), np.float64(471.96), np.float64(212.76)]"
1104,"[np.float64(577.15), np.float64(173.46), np.float64(640.42), np.float64(231.12)]"
1104,"[np.float64(144.95), np.float64(187.63), np.float64(308.21), np.float64(262.39)]"
1104,"[np.float64(460.32), np.float64(174.04), np.float64(524.75), np.float64(223.43)]"
1104,"[np.float64(495.72), np.float64(177.19), np.float64(536.06), np.float64(208.44)]"
7302,"[np.float64(592.91), np.float64(172.88), np.float64(626.92), np.float64(205.63)]"
4453,"[np.float64(556.07), np.float64(179.69), np.float64(607.06), np.float64(212.24)]"
2820,"[np.float64(696.28), np.float64(176.65), np.float64(895.15), np.float64(243.67)]"
2820,"[np.float64(645.93), np.float64(177.68), np.float64(722.25), np.float64(206.3)]"
1143,"[np.float64(587.22), np.float64(168.91), np.float64(614.01), np.float64(195.39)]"
1143,"[np.float64(0.0), np.float64(195.0), np.float64(208.23), np.float64(300.74)]"
1143,"[np.float64(383.23), np.float64(178.99), np.float64(439.92), np.float64(212.17)]"
6772,"[np.float64(797.03), np.float64(195.79), np.float64(1158.56), np.float64(374.0)]"
6772,"[np.float64(720.87), np.float64(182.78), np.float64(885.86), np.float64(294.98)]"
6772,"[np.float64(487.57), np.float64(178.84), np.float64(539.54), np.float64(228.0)]"
1274,"[np.float64(762.17), np.float64(179.28), np.float64(1074.19), np.float64(370.68)]"
1274,"[np.float64(651.62), np.float64(183.48), np.float64(763.32), np.float64(255.54)]"
1274,"[np.float64(340.29), np.float64(190.78), np.float64(428.12), np.float64(249.42)]"
1274,"[np.float64(604.86), np.float64(173.05), np.float64(680.52), np.float64(229.73)]"
1274,"[np.float64(557.25), np.float64(181.77), np.float64(602.52), np.float64(213.96)]"
157,"[np.float64(891.44), np.float64(125.59), np.float64(1231.34), np.float64(319.09)]"
157,"[np.float64(656.98), np.float64(173.08), np.float64(892.62), np.float64(262.76)]"
157,"[np.float64(581.09), np.float64(183.36), np.float64(728.9), np.float64(244.92)]"
157,"[np.float64(319.23), np.float64(192.29), np.float64(406.17), np.float64(238.46)]"
157,"[np.float64(219.4), np.float64(194.58), np.float64(279.65), np.float64(242.44)]"
3231,"[np.float64(484.01), np.float64(188.6), np.float64(543.22), np.float64(229.01)]"
2539,"[np.float64(345.58), np.float64(194.87), np.float64(482.45), np.float64(286.72)]"
2539,"[np.float64(406.13), np.float64(183.69), np.float64(496.17), np.float64(216.39)]"
112,"[np.float64(451.55), np.float64(174.37), np.float64(549.93), np.float64(205.09)]"
112,"[np.float64(998.35), np.float64(161.75), np.float64(1152.66), np.float64(225.39)]"
1355,"[np.float64(535.63), np.float64(174.77), np.float64(574.68), np.float64(204.91)]"
3051,"[np.float64(601.34), np.float64(182.57), np.float64(681.06), np.float64(258.45)]"
3051,"[np.float64(736.79), np.float64(175.22), np.float64(881.58), np.float64(246.01)]"
3051,"[np.float64(694.68), np.float64(180.54), np.float64(777.76), np.float64(222.17)]"
3051,"[np.float64(423.87), np.float64(186.4), np.float64(488.82), np.float64(226.78)]"
3051,"[np.float64(524.74), np.float64(182.56), np.float64(560.74), np.float64(208.17)]"
3051,"[np.float64(311.74), np.float64(191.07), np.float64(397.75), np.float64(233.13)]"
3051,"[np.float64(371.43), np.float64(182.21), np.float64(430.26), np.float64(222.57)]"
3051,"[np.float64(175.38), np.float64(187.71), np.float64(268.19), np.float64(230.4)]"
5360,"[np.float64(81.79), np.float64(185.57), np.float64(326.6), np.float64(310.15)]"
5360,"[np.float64(790.16), np.float64(181.87), np.float64(1132.91), np.float64(374.0)]"
5360,"[np.float64(467.83), np.float64(175.44), np.float64(523.83), np.float64(203.81)]"
1503,"[np.float64(760.43), np.float64(175.03), np.float64(819.05), np.float64(200.55)]"
4511,"[np.float64(576.97), np.float64(176.63), np.float64(662.61), np.float64(254.58)]"
4511,"[np.float64(65.55), np.float64(196.7), np.float64(353.34), np.float64(346.19)]"
4511,"[np.float64(358.37), np.float64(183.46), np.float64(475.4), np.float64(253.6)]"
2251,"[np.float64(117.83), np.float64(191.9), np.float64(379.66), np.float64(307.53)]"
1051,"[np.float64(536.66), np.float64(199.09), np.float64(576.82), np.float64(236.7)]"
2421,"[np.float64(222.06), np.float64(198.28), np.float64(350.49), np.float64(264.82)]"
2421,"[np.float64(119.62), np.float64(198.41), np.float64(288.45), np.float64(268.4)]"
1886,"[np.float64(623.03), np.float64(175.12), np.float64(662.37), np.float64(214.59)]"
1886,"[np.float64(498.12), np.float64(182.75), np.float64(561.86), np.float64(221.67)]"
182,"[np.float64(78.0), np.float64(202.9), np.float64(387.08), np.float64(374.0)]"
182,"[np.float64(502.86), np.float64(181.97), np.float64(555.39), np.float64(219.47)]"
4755,"[np.float64(293.92), np.float64(191.79), np.float64(453.36), np.float64(288.66)]"
4755,"[np.float64(469.16), np.float64(183.29), np.float64(521.11), np.float64(223.52)]"
4755,"[np.float64(558.07), np.float64(178.14), np.float64(591.83), np.float64(207.27)]"
3775,"[np.float64(266.47), np.float64(171.51), np.float64(370.87), np.float64(204.0)]"
3775,"[np.float64(751.04), np.float64(169.62), np.float64(820.13), np.float64(195.1)]"
5183,"[np.float64(258.72), np.float64(199.1), np.float64(312.15), np.float64(226.91)]"
5183,"[np.float64(197.79), np.float64(202.46), np.float64(269.68), np.float64(238.96)]"
6968,"[np.float64(454.52), np.float64(188.34), np.float64(558.22), np.float64(256.76)]"
6968,"[np.float64(676.58), np.float64(173.24), np.float64(728.91), np.float64(211.55)]"
6968,"[np.float64(524.71), np.float64(181.3), np.float64(581.82), np.float64(225.46)]"
2808,"[np.float64(127.19), np.float64(199.88), np.float64(415.66), np.float64(374.0)]"
3903,"[np.float64(704.45), np.float64(163.18), np.float64(837.39), np.float64(210.68)]"
3903,"[np.float64(968.64), np.float64(149.4), np.float64(1057.85), np.float64(177.2)]"
3903,"[np.float64(507.32), np.float64(176.56), np.float64(547.38), np.float64(208.89)]"
5656,"[np.float64(600.91), np.float64(173.63), np.float64(628.56), np.float64(200.95)]"
5656,"[np.float64(245.52), np.float64(186.38), np.float64(344.57), np.float64(232.56)]"
5641,"[np.float64(235.14), np.float64(180.76), np.float64(294.02), np.float64(208.02)]"
5641,"[np.float64(164.0), np.float64(185.67), np.float64(245.04), np.float64(222.56)]"
2608,"[np.float64(452.34), np.float64(191.44), np.float64(519.08), np.float64(255.75)]"
1676,"[np.float64(842.71), np.float64(187.88), np.float64(1218.7), np.float64(374.0)]"
1676,"[np.float64(127.19), np.float64(181.97), np.float64(425.62), np.float64(355.94)]"
1676,"[np.float64(364.32), np.float64(186.16), np.float64(495.08), np.float64(277.35)]"
1676,"[np.float64(749.37), np.float64(180.98), np.float64(895.09), np.float64(272.26)]"
1676,"[np.float64(458.08), np.float64(174.13), np.float64(538.96), np.float64(240.05)]"
1676,"[np.float64(537.96), np.float64(176.37), np.float64(603.51), np.float64(221.22)]"
1676,"[np.float64(726.77), np.float64(176.07), np.float64(793.57), np.float64(234.62)]"
1676,"[np.float64(650.51), np.float64(176.52), np.float64(708.33), np.float64(207.18)]"
3663,"[np.float64(0.0), np.float64(218.43), np.float64(172.06), np.float64(304.54)]"
3663,"[np.float64(480.23), np.float64(187.7), np.float64(520.65), np.float64(223.42)]"
3663,"[np.float64(316.91), np.float64(201.93), np.float64(400.69), np.float64(254.57)]"
3663,"[np.float64(233.04), np.float64(206.45), np.float64(323.6), np.float64(255.75)]"
4057,"[np.float64(94.0), np.float64(182.83), np.float64(264.52), np.float64(248.4)]"
4057,"[np.float64(695.01), np.float64(174.02), np.float64(734.08), np.float64(206.25)]"
4421,"[np.float64(603.98), np.float64(176.44), np.float64(645.82), np.float64(218.47)]"
4421,"[np.float64(266.39), np.float64(193.34), np.float64(462.28), np.float64(303.0)]"
