image,bbox
3755,"[np.float64(366.23), np.float64(183.41), np.float64(520.27), np.float64(281.22)]"
4770,"[np.float64(785.38), np.float64(178.56), np.float64(888.02), np.float64(245.6)]"
4770,"[np.float64(307.59), np.float64(196.87), np.float64(437.37), np.float64(264.81)]"
5221,"[np.float64(725.11), np.float64(182.8), np.float64(884.41), np.float64(294.3)]"
6338,"[np.float64(780.83), np.float64(176.35), np.float64(927.45), np.float64(237.06)]"
4046,"[np.float64(571.07), np.float64(178.28), np.float64(618.25), np.float64(223.78)]"
3285,"[np.float64(469.35), np.float64(179.33), np.float64(533.74), np.float64(229.88)]"
6191,"[np.float64(727.68), np.float64(159.71), np.float64(906.72), np.float64(223.03)]"
6191,"[np.float64(475.19), np.float64(175.83), np.float64(525.9), np.float64(215.84)]"
3127,"[np.float64(421.52), np.float64(172.62), np.float64(532.1), np.float64(215.27)]"
6160,"[np.float64(10.48), np.float64(184.55), np.float64(132.02), np.float64(229.98)]"
6160,"[np.float64(207.13), np.float64(191.77), np.float64(444.58), np.float64(325.65)]"
6160,"[np.float64(588.48), np.float64(178.07), np.float64(634.28), np.float64(223.7)]"
1769,"[np.float64(365.06), np.float64(182.58), np.float64(436.45), np.float64(223.51)]"
3780,"[np.float64(519.23), np.float64(170.38), np.float64(571.76), np.float64(210.48)]"
3780,"[np.float64(281.72), np.float64(176.3), np.float64(418.64), np.float64(253.25)]"
6942,"[np.float64(631.3), np.float64(181.65), np.float64(689.55), np.float64(224.55)]"
6253,"[np.float64(575.56), np.float64(176.71), np.float64(620.95), np.float64(219.9)]"
6253,"[np.float64(725.64), np.float64(161.2), np.float64(914.57), np.float64(307.25)]"
5187,"[np.float64(494.99), np.float64(182.45), np.float64(551.91), np.float64(225.32)]"
3821,"[np.float64(837.59), np.float64(178.69), np.float64(992.47), np.float64(251.84)]"
2443,"[np.float64(752.11), np.float64(190.12), np.float64(1046.88), np.float64(374.0)]"
2443,"[np.float64(204.95), np.float64(196.82), np.float64(403.8), np.float64(309.55)]"
7414,"[np.float64(693.54), np.float64(182.08), np.float64(997.29), np.float64(361.76)]"
7414,"[np.float64(0.0), np.float64(197.7), np.float64(275.08), np.float64(339.99)]"
1239,"[np.float64(453.04), np.float64(176.78), np.float64(643.74), np.float64(263.32)]"
6926,"[np.float64(587.2), np.float64(182.58), np.float64(658.23), np.float64(240.75)]"
6926,"[np.float64(288.0), np.float64(172.05), np.float64(458.22), np.float64(262.81)]"
1734,"[np.float64(794.38), np.float64(178.8), np.float64(1120.27), np.float64(354.53)]"
1734,"[np.float64(136.73), np.float64(168.9), np.float64(277.16), np.float64(235.95)]"
1734,"[np.float64(697.69), np.float64(173.95), np.float64(758.57), np.float64(232.44)]"
6778,"[np.float64(138.2), np.float64(167.4), np.float64(406.11), np.float64(317.58)]"
1767,"[np.float64(598.24), np.float64(181.3), np.float64(665.38), np.float64(244.99)]"
1767,"[np.float64(790.32), np.float64(170.26), np.float64(992.0), np.float64(279.91)]"
1767,"[np.float64(0.0), np.float64(194.25), np.float64(266.97), np.float64(329.81)]"
1767,"[np.float64(426.93), np.float64(182.26), np.float64(493.52), np.float64(226.0)]"
2195,"[np.float64(472.93), np.float64(173.72), np.float64(554.2), np.float64(231.64)]"
7383,"[np.float64(721.89), np.float64(178.59), np.float64(853.34), np.float64(257.92)]"
7383,"[np.float64(392.94), np.float64(173.22), np.float64(508.3), np.float64(265.09)]"
8,"[np.float64(884.52), np.float64(178.31), np.float64(956.41), np.float64(240.18)]"
4370,"[np.float64(702.55), np.float64(163.72), np.float64(931.57), np.float64(324.56)]"
4370,"[np.float64(610.72), np.float64(184.24), np.float64(687.11), np.float64(239.8)]"
4370,"[np.float64(399.51), np.float64(190.63), np.float64(461.13), np.float64(232.12)]"
3681,"[np.float64(367.62), np.float64(169.83), np.float64(519.38), np.float64(271.36)]"
3681,"[np.float64(816.72), np.float64(171.0), np.float64(1157.26), np.float64(374.0)]"
3681,"[np.float64(609.11), np.float64(175.07), np.float64(697.93), np.float64(225.52)]"
5055,"[np.float64(171.58), np.float64(188.22), np.float64(262.14), np.float64(230.61)]"
1368,"[np.float64(562.96), np.float64(180.18), np.float64(620.93), np.float64(227.38)]"
1368,"[np.float64(180.66), np.float64(192.99), np.float64(458.56), np.float64(374.0)]"
1368,"[np.float64(747.44), np.float64(180.54), np.float64(976.11), np.float64(344.4)]"
1368,"[np.float64(640.04), np.float64(179.11), np.float64(694.15), np.float64(219.57)]"
2537,"[np.float64(601.64), np.float64(178.71), np.float64(663.66), np.float64(238.61)]"
5530,"[np.float64(22.91), np.float64(172.07), np.float64(393.2), np.float64(374.0)]"
5530,"[np.float64(554.06), np.float64(177.82), np.float64(672.37), np.float64(247.87)]"
4401,"[np.float64(727.51), np.float64(192.04), np.float64(943.67), np.float64(337.81)]"
4401,"[np.float64(484.35), np.float64(190.14), np.float64(546.91), np.float64(244.47)]"
5129,"[np.float64(603.03), np.float64(192.01), np.float64(838.51), np.float64(325.67)]"
5129,"[np.float64(285.28), np.float64(193.29), np.float64(487.1), np.float64(272.12)]"
5446,"[np.float64(222.47), np.float64(196.84), np.float64(453.68), np.float64(351.22)]"
6743,"[np.float64(561.94), np.float64(176.74), np.float64(613.3), np.float64(226.46)]"
1030,"[np.float64(342.69), np.float64(183.4), np.float64(455.01), np.float64(246.28)]"
7160,"[np.float64(678.56), np.float64(167.19), np.float64(757.76), np.float64(236.17)]"
7160,"[np.float64(0.0), np.float64(190.36), np.float64(248.22), np.float64(305.57)]"
6060,"[np.float64(735.06), np.float64(182.94), np.float64(949.09), np.float64(316.69)]"
6060,"[np.float64(680.09), np.float64(175.76), np.float64(736.35), np.float64(220.76)]"
5420,"[np.float64(475.83), np.float64(173.72), np.float64(555.41), np.float64(229.89)]"
951,"[np.float64(159.13), np.float64(186.76), np.float64(316.12), np.float64(260.55)]"
951,"[np.float64(404.21), np.float64(171.04), np.float64(470.78), np.float64(217.94)]"
951,"[np.float64(729.04), np.float64(171.75), np.float64(852.09), np.float64(236.91)]"
7312,"[np.float64(710.97), np.float64(181.64), np.float64(796.17), np.float64(243.39)]"
7312,"[np.float64(866.15), np.float64(180.26), np.float64(986.7), np.float64(245.39)]"
63,"[np.float64(875.15), np.float64(185.26), np.float64(975.98), np.float64(253.98)]"
1723,"[np.float64(795.63), np.float64(166.96), np.float64(948.81), np.float64(252.17)]"
1723,"[np.float64(661.26), np.float64(178.76), np.float64(715.68), np.float64(225.28)]"
6754,"[np.float64(112.3), np.float64(181.39), np.float64(436.8), np.float64(374.0)]"
6754,"[np.float64(752.91), np.float64(180.91), np.float64(1021.88), np.float64(348.17)]"
1796,"[np.float64(460.47), np.float64(182.24), np.float64(515.51), np.float64(224.45)]"
985,"[np.float64(696.32), np.float64(191.45), np.float64(800.25), np.float64(264.8)]"
985,"[np.float64(15.66), np.float64(194.91), np.float64(392.52), np.float64(375.0)]"
985,"[np.float64(403.88), np.float64(184.17), np.float64(503.51), np.float64(256.16)]"
1474,"[np.float64(683.47), np.float64(183.42), np.float64(782.49), np.float64(262.25)]"
1151,"[np.float64(396.14), np.float64(186.03), np.float64(506.98), np.float64(263.96)]"
1151,"[np.float64(571.93), np.float64(177.82), np.float64(619.21), np.float64(220.97)]"
7078,"[np.float64(179.57), np.float64(191.5), np.float64(287.59), np.float64(239.3)]"
4119,"[np.float64(437.02), np.float64(181.19), np.float64(488.65), np.float64(227.25)]"
667,"[np.float64(120.27), np.float64(185.44), np.float64(434.76), np.float64(374.0)]"
667,"[np.float64(671.45), np.float64(176.97), np.float64(739.27), np.float64(230.53)]"
6694,"[np.float64(287.34), np.float64(181.86), np.float64(475.99), np.float64(319.25)]"
6694,"[np.float64(818.0), np.float64(175.95), np.float64(1150.77), np.float64(374.0)]"
6694,"[np.float64(663.64), np.float64(175.8), np.float64(720.41), np.float64(221.99)]"
5386,"[np.float64(724.11), np.float64(170.14), np.float64(894.05), np.float64(301.88)]"
5386,"[np.float64(664.73), np.float64(181.83), np.float64(720.81), np.float64(226.59)]"
1288,"[np.float64(725.98), np.float64(190.06), np.float64(913.21), np.float64(329.67)]"
7453,"[np.float64(140.06), np.float64(189.31), np.float64(247.8), np.float64(236.97)]"
4472,"[np.float64(501.87), np.float64(173.0), np.float64(616.79), np.float64(258.46)]"
4472,"[np.float64(780.88), np.float64(169.37), np.float64(951.67), np.float64(297.32)]"
2588,"[np.float64(575.13), np.float64(173.01), np.float64(756.5), np.float64(344.15)]"
2588,"[np.float64(71.19), np.float64(192.85), np.float64(247.37), np.float64(262.16)]"
3771,"[np.float64(273.84), np.float64(192.39), np.float64(425.13), np.float64(282.68)]"
6167,"[np.float64(950.1), np.float64(155.53), np.float64(1122.26), np.float64(269.11)]"
6167,"[np.float64(701.11), np.float64(173.55), np.float64(774.53), np.float64(231.66)]"
6167,"[np.float64(885.53), np.float64(160.21), np.float64(930.46), np.float64(200.83)]"
3388,"[np.float64(566.05), np.float64(176.16), np.float64(618.58), np.float64(227.0)]"
5789,"[np.float64(653.0), np.float64(174.6), np.float64(723.69), np.float64(229.58)]"
4011,"[np.float64(756.22), np.float64(184.65), np.float64(933.27), np.float64(264.91)]"
4366,"[np.float64(250.81), np.float64(165.6), np.float64(450.95), np.float64(301.73)]"
4366,"[np.float64(456.29), np.float64(173.81), np.float64(560.94), np.float64(245.86)]"
4366,"[np.float64(630.83), np.float64(177.26), np.float64(703.98), np.float64(219.08)]"
6474,"[np.float64(664.0), np.float64(173.77), np.float64(751.13), np.float64(242.63)]"
2514,"[np.float64(33.19), np.float64(200.59), np.float64(308.52), np.float64(300.67)]"
2514,"[np.float64(330.36), np.float64(186.95), np.float64(453.38), np.float64(232.82)]"
868,"[np.float64(743.7), np.float64(180.75), np.float64(876.4), np.float64(264.8)]"
369,"[np.float64(696.02), np.float64(188.46), np.float64(800.12), np.float64(261.42)]"
369,"[np.float64(370.04), np.float64(182.11), np.float64(490.39), np.float64(266.25)]"
5541,"[np.float64(326.43), np.float64(178.2), np.float64(440.51), np.float64(221.96)]"
6946,"[np.float64(453.67), np.float64(183.29), np.float64(523.0), np.float64(225.82)]"
3120,"[np.float64(594.54), np.float64(185.04), np.float64(658.57), np.float64(237.85)]"
3120,"[np.float64(762.73), np.float64(191.02), np.float64(922.45), np.float64(283.79)]"
1858,"[np.float64(581.3), np.float64(176.68), np.float64(665.9), np.float64(253.67)]"
1858,"[np.float64(329.99), np.float64(184.08), np.float64(464.44), np.float64(262.64)]"
3867,"[np.float64(450.32), np.float64(171.33), np.float64(499.41), np.float64(221.51)]"
2327,"[np.float64(554.13), np.float64(163.51), np.float64(595.54), np.float64(205.85)]"
3602,"[np.float64(245.74), np.float64(190.49), np.float64(328.59), np.float64(237.91)]"
5833,"[np.float64(479.58), np.float64(174.91), np.float64(539.02), np.float64(222.74)]"
2312,"[np.float64(208.39), np.float64(195.12), np.float64(362.13), np.float64(272.56)]"
5002,"[np.float64(1046.44), np.float64(156.26), np.float64(1241.0), np.float64(228.63)]"
3768,"[np.float64(450.88), np.float64(187.63), np.float64(501.99), np.float64(235.01)]"
2716,"[np.float64(290.16), np.float64(182.98), np.float64(473.02), np.float64(299.37)]"
6915,"[np.float64(835.52), np.float64(189.35), np.float64(1110.7), np.float64(350.27)]"
198,"[np.float64(144.26), np.float64(188.28), np.float64(363.98), np.float64(306.89)]"
179,"[np.float64(591.44), np.float64(175.51), np.float64(657.28), np.float64(239.12)]"
2168,"[np.float64(729.15), np.float64(181.04), np.float64(971.85), np.float64(269.47)]"
515,"[np.float64(150.57), np.float64(176.06), np.float64(321.84), np.float64(263.76)]"
515,"[np.float64(353.31), np.float64(184.9), np.float64(487.02), np.float64(271.32)]"
515,"[np.float64(485.48), np.float64(183.34), np.float64(545.07), np.float64(224.06)]"
3984,"[np.float64(746.56), np.float64(195.1), np.float64(1054.97), np.float64(374.0)]"
3984,"[np.float64(673.21), np.float64(178.82), np.float64(761.37), np.float64(251.33)]"
5704,"[np.float64(897.25), np.float64(194.17), np.float64(1001.52), np.float64(235.78)]"
1134,"[np.float64(421.55), np.float64(190.86), np.float64(543.65), np.float64(265.57)]"
3213,"[np.float64(562.29), np.float64(187.24), np.float64(698.73), np.float64(274.2)]"
3213,"[np.float64(734.05), np.float64(185.58), np.float64(837.69), np.float64(259.39)]"
1141,"[np.float64(377.27), np.float64(170.94), np.float64(503.8), np.float64(252.27)]"
6091,"[np.float64(639.75), np.float64(167.51), np.float64(691.23), np.float64(208.48)]"
2366,"[np.float64(639.63), np.float64(180.68), np.float64(711.18), np.float64(237.13)]"
3930,"[np.float64(570.69), np.float64(182.31), np.float64(628.74), np.float64(228.32)]"
3930,"[np.float64(88.5), np.float64(191.11), np.float64(332.15), np.float64(332.23)]"
3930,"[np.float64(704.03), np.float64(182.34), np.float64(801.64), np.float64(245.42)]"
2515,"[np.float64(375.39), np.float64(183.56), np.float64(500.35), np.float64(293.98)]"
2223,"[np.float64(655.2), np.float64(172.36), np.float64(725.15), np.float64(237.79)]"
2223,"[np.float64(467.49), np.float64(170.1), np.float64(547.23), np.float64(226.73)]"
2223,"[np.float64(81.98), np.float64(185.55), np.float64(293.87), np.float64(271.89)]"
1647,"[np.float64(214.66), np.float64(195.47), np.float64(404.19), np.float64(303.87)]"
3174,"[np.float64(918.66), np.float64(174.21), np.float64(1223.67), np.float64(274.59)]"
3030,"[np.float64(275.48), np.float64(176.8), np.float64(421.34), np.float64(239.91)]"
5496,"[np.float64(763.22), np.float64(181.74), np.float64(1046.11), np.float64(360.14)]"
5496,"[np.float64(664.33), np.float64(174.36), np.float64(722.61), np.float64(218.72)]"
165,"[np.float64(581.95), np.float64(178.78), np.float64(636.65), np.float64(223.24)]"
5402,"[np.float64(379.23), np.float64(189.49), np.float64(502.65), np.float64(269.93)]"
4054,"[np.float64(559.16), np.float64(183.95), np.float64(615.16), np.float64(229.69)]"
1765,"[np.float64(486.79), np.float64(169.04), np.float64(539.73), np.float64(213.09)]"
1436,"[np.float64(568.87), np.float64(176.09), np.float64(619.08), np.float64(224.7)]"
1603,"[np.float64(531.78), np.float64(178.6), np.float64(603.51), np.float64(239.97)]"
1603,"[np.float64(433.92), np.float64(180.45), np.float64(493.15), np.float64(235.31)]"
5897,"[np.float64(274.32), np.float64(180.11), np.float64(496.47), np.float64(330.07)]"
1562,"[np.float64(495.46), np.float64(182.55), np.float64(560.39), np.float64(235.6)]"
1562,"[np.float64(672.05), np.float64(184.85), np.float64(755.91), np.float64(249.71)]"
408,"[np.float64(468.04), np.float64(170.73), np.float64(546.7), np.float64(233.79)]"
408,"[np.float64(719.27), np.float64(175.5), np.float64(893.58), np.float64(317.32)]"
3793,"[np.float64(588.6), np.float64(158.61), np.float64(643.28), np.float64(217.79)]"
743,"[np.float64(585.33), np.float64(171.46), np.float64(640.42), np.float64(226.37)]"
3243,"[np.float64(700.42), np.float64(174.8), np.float64(813.52), np.float64(258.87)]"
1968,"[np.float64(334.1), np.float64(186.59), np.float64(465.41), np.float64(230.35)]"
6511,"[np.float64(564.52), np.float64(176.29), np.float64(677.3), np.float64(282.83)]"
2372,"[np.float64(774.68), np.float64(171.13), np.float64(995.73), np.float64(294.39)]"
2372,"[np.float64(546.91), np.float64(182.51), np.float64(608.41), np.float64(224.78)]"
7422,"[np.float64(820.01), np.float64(166.79), np.float64(1023.92), np.float64(226.89)]"
7422,"[np.float64(751.72), np.float64(166.45), np.float64(874.17), np.float64(210.44)]"
4609,"[np.float64(229.12), np.float64(188.02), np.float64(429.23), np.float64(303.65)]"
4609,"[np.float64(702.13), np.float64(174.79), np.float64(755.92), np.float64(220.07)]"
2470,"[np.float64(570.55), np.float64(170.1), np.float64(615.65), np.float64(215.03)]"
1627,"[np.float64(552.89), np.float64(171.16), np.float64(712.67), np.float64(325.11)]"
3344,"[np.float64(587.77), np.float64(173.63), np.float64(683.57), np.float64(264.13)]"
3344,"[np.float64(753.87), np.float64(168.39), np.float64(946.98), np.float64(266.05)]"
3344,"[np.float64(260.37), np.float64(184.89), np.float64(356.16), np.float64(228.11)]"
6138,"[np.float64(580.1), np.float64(176.68), np.float64(629.46), np.float64(223.66)]"
6138,"[np.float64(665.42), np.float64(173.4), np.float64(712.66), np.float64(214.74)]"
4598,"[np.float64(453.42), np.float64(178.62), np.float64(514.51), np.float64(234.12)]"
4598,"[np.float64(625.39), np.float64(166.42), np.float64(693.82), np.float64(231.57)]"
1937,"[np.float64(573.65), np.float64(176.47), np.float64(660.27), np.float64(255.34)]"
1937,"[np.float64(158.65), np.float64(193.89), np.float64(383.76), np.float64(316.3)]"
1937,"[np.float64(380.51), np.float64(182.8), np.float64(484.6), np.float64(246.26)]"
6142,"[np.float64(525.53), np.float64(180.74), np.float64(574.38), np.float64(224.33)]"
7027,"[np.float64(705.61), np.float64(180.4), np.float64(916.7), np.float64(314.07)]"
7027,"[np.float64(595.89), np.float64(169.66), np.float64(708.4), np.float64(218.5)]"
2020,"[np.float64(351.43), np.float64(182.78), np.float64(484.08), np.float64(269.58)]"
2020,"[np.float64(715.01), np.float64(180.26), np.float64(836.11), np.float64(266.68)]"
5929,"[np.float64(594.19), np.float64(181.6), np.float64(659.41), np.float64(243.54)]"
